Authors,Title,Publication year,Abstract,Keywords
"Du N,Li Y",Automated identification of diabetic retinopathy stages using support vector machine,2013,"Diabetic retinopathy (DR) is a condition where the retina is damaged due to fluid leaking from the blood vessels into the retina. The main stages of diabetic retinopathy are non-proliferate diabetes retinopathy (NPDR) and proliferate diabetes retinopathy (PDR). Early detection of diabetic retinopathy is crucial to prevent blindness. In this work, we have proposed a computer based approach for the detection of diabetic retinopathy stage using color fundus images. Image preprocessing, morphological processing techniques and texture analysis methods are applied on the fundus images to detect the features such as area of blood vessels, hard exudates and the contrast, homogeneity. The features are fed to the support vector machine (SVM). We demonstrate a classification accuracy of 93%, sensitivity of 90% and specificity of 100%. © 2013 TCCT, CAA.","Blood vessels; Support vector machines, Automated identification; Computer-based approach; Diabetic retinopathy; Exudates; Fundus image; Morphological processing; Retinal blood vessels; Texture analysis method, Eye protection"
"Nirmaladevi M,Alias Balamurugan SA,Swathi UV",An amalgam KNN to predict diabetes mellitus,2013,"Medical Data mining extracts hidden patterns from medical data. This paper presents the development of an amalgam model for classifying Pima Indian diabetic database (PIDD). This amalgam model combines k-means with k-Nearest Neighbor (KNN) with multi-sep preprocessing. Many researchers have found that the KNN algorithm accomplishes very good performance in their experiments on different data sets. In this amalgam model, the quality of the data is improved by removing noisy data thereby helping to improve the accuracy and efficiency of the KNN algorithm.k-means clustering is used to identify and eliminate incorrectly classified instances. The missing values are replaced by means and medians. A fine tuned classification is done using k-Nearest Neighbor (KNN) by taking the correctly clustered instance with preprocessed subset as inputs for the KNN. The best choice of k depends upon the data. Generally, larger values of k reduce the effect of noise on the classification. A good k is selected by cross-validation technique. The aim of this paper is determining the value of k for PIDD for better classification accuracy using amalgam KNN. Experimental results signify the proposed amalgam KNN along with preprocessing produces best result for different k values. If k value is more the proposed model obtained the classification accuracy of 97.4%. Ten fold cross validation with larger k value produces better classification accuracy for PIDD. The results are also compared with simple KNN and cascaded K-MEANS and KNN for the same k values. © 2013 IEEE.","Classification accuracy; Cross validation; Cross-validation technique; Diabetes mellitus; K nearest neighbor (KNN); K-means; k-NN algorithm; Medical data mining, Classification (of information); Communication; Data mining; Nanotechnology, Learning algorithms"
"Akram MU,Tariq A,Khan SA,Bazar SA",Microaneurysm detection for early diagnosis of diabetic retinopathy,2013,"Microaneurysms (MAs) are the first visible sign of diabetic retinopathy (DR), a retinal abnormality which may lead to blindness in diabetes patients. In time and precise MAs detection is very important for early diagnosis of DR and can save patient's vision. In this paper, we present an automated system for accurate and reliable detection of MAs. The proposed system consists of preprocessing, feature extraction and classification stages. The preprocessing step extracts all possible regions which may be considered as MAs from input retinal image and feature extraction stage represents each region with a number of features. A novel hybrid classifier which combines Gaussian mixture model and support vector machine in an ensemble, finally classifies each region as MA or non-MAo The proposed system uses genetic algorithm in order to optimized the weights for hybrid classifier. The evaluation of proposed system is performed using publicly available retinal image database and results are compared with existing techniques to demonstrate the validity of proposed system. © 2013 IEEE.","Automation; Feature extraction; Image retrieval; Ophthalmology, Diabetic retinopathy; Feature extraction and classification; Gaussian Mixture Model; Hybrid classifier; Microaneurysms; Pre-processing step; Preprocessing; Reliable detection, Eye protection"
"Somodevilla MJ,Mendez M,Celis CP,Pineda IH",Mining biomedical data from mexrisc,2013,"In this paper, it is presented a support system for decision making to diabetes prevention. Using MexRisc platform, a large number of data is collected, and then preprocessing data techniques are applied in order to do a classification process. © 2013 IEEE.","Artificial intelligence; Classification (of information); Data mining; Decision support systems; Medical problems, Biomedical data; Classification process; Clustering; Number of datum; Support systems, Computer science"
"Gajawada S,Toshniwal D",A framework for classification using genetic algorithm based clustering,2012,Clustering has been used in literature to enhance classification accuracy. But most partitional clustering methods need the number of clusters as input and also they are sensitive to initialization. Although hierarchical clustering methods may be more effective in finding clustering structure of the dataset than partitional methods but hierarchical clustering methods give tree structure known as dendrogram which is a sequence of clustering solutions. Hence hierarchical clustering algorithms are not generally applied in the preprocessing step to classification methods. This problem can be solved by cutting the dendrogram to get single clustering solution. In this paper we propose a framework for classification which uses Optimal Clustering Genetic Algorithm (OCGA) to obtain optimal level of cutting the dendrogram. A single clustering solution is obtained by cutting the dendrogram at optimal level. The clusters obtained are used to enhance classification accuracy of the classification methods. The proposed classification methods have been applied for the diagnosis of diabetes disease. © 2012 IEEE.,"Based clustering; Classification accuracy; Classification methods; Clustering solutions; Dendrograms; Hier-archical clustering; Hierarchical clustering algorithms; Hierarchical clustering methods; Number of clusters; Optimal clustering; Optimal level; Partitional clustering; Partitional methods; Pre-processing; Pre-processing step; Tree structures, Classification (of information); Cluster analysis; Diagnosis; Genetic algorithms; Intelligent systems; Optimization; Systems analysis; Trees (mathematics), Clustering algorithms"
"Mirsharif Q,Tajeripour F",Investigating image enhancement methods for better classification of retinal blood vessels into arteries and veins,2012,"Developing an automatic tool for classification of retinal blood vessels into arteries and veins has gone under special attention recently due to its importance in early diagnosis of several diseases namely, diabetes, hypertension and stroke. Indeed such pathologies make alternations in artery or vein vessel tree leading to an abnormal arteriolar-to-venular width ratio (AVR). To measure AVR, arteries and veins must be carefully separated. For this purpose, a few methods have been proposed in the literature most of which are based on feature extraction. However, different factors such as non-uniformity of lightness during the image acquisition process degrade the quality of retinal images which in turn affect the results of computer algorithms. In this paper, we investigate a number of image enhancement techniques for improving the quality of retinal images considering the specific characteristics of those images. Experimental results demonstrate the significant role of image enhancement as a preprocessing step in developing an efficient system for automatic classification of retinal blood vessels into arteries and veins. © 2012 IEEE.","Acquisition process; Automatic classification; Automatic tools; Early diagnosis; Efficient systems; Enhancement techniques; Histogram equalizations; Multi-scale Retinex; Nonuniformity; Pre-processing step; Retinal blood vessels; Retinal image; Width ratio, Algorithms; Artificial intelligence; Diagnosis; Feature extraction; Ophthalmology; Signal processing, Image enhancement"
"Shi JJ,Alenezy M,Smirnova IV,Bilgen M",Construction of a two-parameter empirical model of left ventricle wall motion using cardiac tagged magnetic resonance imaging data,2012,"Background: A one-parameter model was previously proposed to characterize the short axis motion of the LV wall at the mid-ventricle level. The single parameter of this model was associated with the radial contraction of myocardium, but more comprehensive model was needed to account for the rotation at the apex and base levels. The current study developed such model and demonstrated its merits and limitations with examples.Materials and methods: The hearts of five healthy individuals were visualized using cardiac tagged magnetic resonance imaging (tMRI) covering the contraction and relaxation phases. Based on the characteristics of the overall dynamics of the LV wall, its motion was represented by a combination of two components - radial and rotational. Each component was represented by a transformation matrix with a time-dependent variable ? or ?.Image preprocessing step and model fitting algorithm were described and applied to estimate the temporal profiles of ? and ? within a cardiac cycle at the apex, mid-ventricle and base levels. During this process, the tagged lines of the acquired images served as landmark reference for comparing against the model prediction of the motion. Qualitative and quantitative analyses were performed for testing the performance of the model and thus its validation.Results: The ? and ? estimates exhibited similarities in values and temporal trends once they were scaled by the radius of the epicardium (repi)and plotted against the time scaled by the period of the cardiac cycle (Tcardiac) of each heart measured during the data acquisition. ?/repi peaked at about ?t/Tcardiac=0.4 and with values 0.34, 0.4 and 0.3 for the apex, mid-ventricle and base level, respectively. ?/repi similarly maximized in amplitude at about ?t/Tcardiac=0.4, but read 0.2 for the apex and - 0.08 for the base level. The difference indicated that the apex twisted more than the base.Conclusion: It is feasible to empirically model the spatial and temporal evolution of the LV wall motion using a two-parameter formulation in conjunction with tMRI-based visualization of the LV wall in the transverse planes of the apex, mid-ventricle and base. In healthy hearts, the analytical model will potentially allow deriving biomechanical entities, such as strain, strain rate or torsion, which are typically used as diagnostic, prognostic or predictive markers of cardiovascular diseases including diabetes. © 2012 Shi et al.; licensee BioMed Central Ltd.","Cardiac cycles; Cardiac modeling; Cardio-vascular disease; Comprehensive model; Empirical model; Healthy individuals; Image preprocessing; Left ventricles; Model fitting; Model prediction; Myocardial deformation; Qualitative and quantitative analysis; Relaxation phasis; Single parameter; Tagged magnetic resonance; Tagged MRI; Temporal evolution; Temporal profile; Temporal trends; Time-dependent variables; Transformation matrices; Transverse planes; Two-component; Wall motion, Biomechanics; Linear transformations; Magnetic resonance imaging; Parameter estimation; Strain rate, Heart, article; biological model; female; heart; heart ventricle function; human; image processing; male; movement (physiology); nuclear magnetic resonance imaging; physiology; reproducibility, Female; Heart; Humans; Image Processing, Computer-Assisted; Magnetic Resonance Imaging; Male; Models, Biological; Movement; Reproducibility of Results; Ventricular Function"
"JayaKumari C,Maruthi R",Detection of hard exudates in color fundus images of the human retina,2012,"Diabetic Retinopathy is a progressive ocular disease. The disease may advance from mild to severe non-proliferative diabetic retinopathy and it is one of the most significant factors contributing to blindness. Therefore, it is necessary everyone with diabetes should get a comprehensive dilated eye exam at least once in a year. In this study, a state-of-art image processing techniques to automatically detect the presence of hard exudates in the fundus images are presented. After the contrast adaptive histogram equalization as preprocessing stage, contextual clustering algorithms have been applied to segment the exudates. The key features are like the standard deviation, mean, intensity, edge strength and compactness of the segmented regions are extracted and fed as inputs into Echo State Neural Network (ESNN) to discriminate between the normal and pathological image. A total of 50 images have been used to find the exudates out of which 35 images consisting of both normal and abnormal are used to train the ESSN and the remaining 15 images are used to test the neural network. Furthermore, it confirms 93.0% sensitivity and 100% specificity in terms of exudates based classification.","Adaptive histogram equalization; Contextual clustering; Diabetic retinopathy; Fundus image; Hard exudates; Human retina; Image processing technique; Key feature; Ocular disease; Pathological images; Segmented regions; Standard deviation, Clustering algorithms; Eye protection; Image processing; Neural networks; Systems analysis, Communication"
"Jelinek HF,Rocha A,Carvalho T,Goldenstein S,Wainer J",Machine learning and pattern classification in identification of indigenous retinal pathology,2011,"Diabetic retinopathy (DR) is a complication of diabetes, which if untreated leads to blindness. DR early diagnosis and treatment improve outcomes. Automated assessment of single lesions associated with DR has been investigated for sometime. To improve on classification, especially across different ethnic groups, we present an approach using points-of-interest and visual dictionary that contains important features required to identify retinal pathology. Variation in images of the human retina with respect to differences in pigmentation and presence of diverse lesions can be analyzed without the necessity of preprocessing and utilizing different training sets to account for ethnic differences for instance. © 2011 IEEE.","Automated assessment; Diabetic retinopathy; Early diagnosis; Ethnic groups; Human retina; Training sets, Diseases; Eye protection; Ophthalmology; Pathology, Aldehydes, algorithm; article; artificial intelligence; automated pattern recognition; computer assisted diagnosis; diabetic retinopathy; human; image enhancement; information retrieval; methodology; pathology; reproducibility; retinoscopy; sensitivity and specificity, Algorithms; Artificial Intelligence; Diabetic Retinopathy; Humans; Image Enhancement; Image Interpretation, Computer-Assisted; Information Storage and Retrieval; Pattern Recognition, Automated; Reproducibility of Results; Retinoscopy; Sensitivity and Specificity"
"Poostchi H,Khakmardan S,Pourreza H",Diabetic Retinopathy dark lesion detection: Preprocessing phase,2011,"Diabetic Retinopathy is the common cause of vision loss and blindness in patients with diabetes. Diabetic Retinopathy indicative lesions include dark lesions such as Microaneurysms and Hemorrhages; and bright lesions like Exudates. Automatic detection of distinct lesions in digital color fundus photographs is a critical step in development of diabetic retinopathy automatic detection systems. Dark lesions are the early signs of the disease. In addition, preprocessing phase is affectively required in any automatic dark lesion detection system for contrast enhancement around the dark lesions. Therefore, in this paper several different methods of preprocessing digital color fundus photographs, as the first critical step of dark lesions detection, are summarized. © 2011 IEEE.","Diabetic retinopathy; Fundus photographs; Lesion detection; preprocessing; retina, Knowledge engineering; Photography, Eye protection"
"Purwita AA,Adityowibowo K,Dameitry A,Atman MW",Automated microaneurysm detection using mathematical morphology,2011,"Diabetes is one of the most rapidly increasing health threats worldwide. One of the further abnormalities is on retina (diabetic retinopathy). Early treatment can be conduct from detection of microaneurysms. The main concentration of this paper is the algorithm to detect microaneurysm with mathematical morphology. The mathematical morphology is choosen because microaneurysms tend to have typical shape. Generally, the algorithm is consist of three stages. The first is preprocessing, the second is detecting candidate microaneurysms, and the third is postprocessing handling the process of removing unused features. The performances is evaluated using the database from DIARETDB1 which provides ground truth collected from several experts and a strict evaluation protocol. The optimal performance will be satified when considering green channel obtaining, PAL size image processing, adaptive histogram equalization threshold at 0.03, canny edge detection threshold at 0.16, MAs and optimum microaneurysms size at 5 to 16 pixels. © 2011 IEEE.","Adaptive histogram equalization; Canny edge detection; Diabetic retinopathy; Evaluation protocol; Ground truth; Microaneurysms; Optimal performance; postprocessing; preprocessing; Three stages, Algorithms; Biomedical engineering; Communication; Edge detection; Eye protection; Health risks; Image processing; Information technology, Mathematical morphology"
Rostampour S,Novel algorithm by low complexity filter on retinal vessel segmentation,2011,"This article shows a new method to detect blood vessels in the retina by digital images. Retinal vessel segmentation is important for detection of side effect of diabetic disease, because diabetes can form new capillaries which are very brittle. The research has been done in two phases: preprocessing and processing. Preprocessing phase consists to apply a new filter that produces a suitable output. It shows vessels in dark color on white background and make a good difference between vessels and background. The complexity is very low and extra images are eliminated. The second phase is processing and used the method is called Bayesian. It is a built-in in supervision classification method. This method uses of mean and variance of intensity of pixels for calculate of probability. Finally Pixels of image are divided into two classes: vessels and background. Used images are related to the DRIVE database. After performing this operation, the calculation gives 95 percent of efficiency average. The method also was performed from an external sample DRIVE database which has retinopathy, and perfect result was obtained. © 2011 Copyright Society of Photo-Optical Instrumentation Engineers (SPIE).","Bayesian; Classification methods; Dark colors; Digital image; Low-complexity filter; Novel algorithm; Preprocessing phase; retina; Retinal vessels; Second phase; Side effect; vessel detection, Algorithms; Blood vessels; Eye protection; Imaging systems; Microcirculation; Ophthalmology; Pixels, Image segmentation"
"Zhao Y,Wang Z,Tang Y,Zhao M,Chen S,Hou J,Ke M",The development of Diabetics-oriented Telemedical Information System,2011,"The number of diabetes keeps increasing for many years, which has become one of the world's leading causes of death. Besides, the greatest hazards of diabetes are constituted by its complications such as hypertension and cardiovascular problems. As the treatment to diabetes usually acquires for quite a long time, the daily healthcare of those patients is a costly work. In this paper, a development of Diabetics-oriented Tele-medical Information System (DTMIS) is introduced. This DTMIS provides users with comprehensive, convenient and timely health monitoring and medical service. DTMIS can realize the real-time telemedicine monitoring of a diabetic's physiological parameters. The system is a complex structure combining the use of wearable sensing shirt, Bluetooth technology and GSM networking. And we have implemented a physiological signal preprocessing method that can detect abnormal data and provides preliminary suggestions to patients here. In the end, it can be concluded that the implementation of this platform system will provide a complete health condition monitoring and healthcare service. © 2011 IEEE.","Abnormal data; Bluetooth technology; Causes of death; Complex structure; Diabetics; Genetic factors; Health monitoring; Healthcare services; Medical services; Physiological parameters; Physiological signals; Platform systems; Pulse- wave; Telemedical information systems; Wearable sensing, Information systems; Patient treatment; Physiological models; Physiology; Telemedicine, Condition monitoring"
AlJarullah AA,Decision tree discovery for the diagnosis of type II diabetes,2011,"The discovery of knowledge from medical databases is important in order to make effective medical diagnosis. The aim of data mining is to extract knowledge from information stored in database and generate clear and understandable description of patterns. In this study, decision tree method was used to predict patients with developing diabetes. The dataset used is the Pima Indians Diabetes Data Set, which collects the information of patients with and without developing diabetes. The study goes through two phases. The first phase is data preprocessing including attribute identification and selection, handling missing values, and numerical discretization. The second phase is a diabetes prediction model construction using the decision tree method. Weka software was used throughout all the phases of this study. © 2011 IEEE.","Data preprocessing; Data sets; Decision tree method; Handling missing values; Medical database; Numerical discretization; Prediction model; Second phase; Tree discovery; Type II, Decision trees; Diagnosis; Information technology; Innovation; Mathematical models; Medical computing; Medical education; Plant extracts, Data mining"
"Giancardo L,Meriaudeau F,Karnowski TP,Tobin Jr KW,Grisan E,Favaro P,Ruggeri A,Chaum E",Textureless macula swelling detection with multiple retinal fundus images,2011,"Retinal fundus images acquired with nonmydriatic digital fundus cameras are versatile tools for the diagnosis of various retinal diseases. Because of the ease of use of newer camera models and their relatively low cost, these cameras can be employed by operators with limited training for telemedicine or point-of-care (PoC) applications. We propose a novel technique that uses uncalibrated multiple-view fundus images to analyze the swelling of the macula. This innovation enables the detection and quantitative measurement of swollen areas by remote ophthalmologists. This capability is not available with a single image and prone to error with stereo fundus cameras. We also present automatic algorithms to measure features from the reconstructed image, which are useful in PoC automated diagnosis of early macular edema, e.g., before the appearance of exudation. The technique presented is divided into three parts: first, a preprocessing technique simultaneously enhances the dark microstructures of the macula and equalizes the image; second, all available views are registered using nonmorphological sparse features; finally, a dense pyramidal optical flow is calculated for all the images and statistically combined to build a naive height map of the macula. Results are presented on three sets of synthetic images and two sets of real-world images. These preliminary tests show the ability to infer a minimum swelling of 300 ? and to correlate the reconstruction with the swollen location. © 2006 IEEE.","Bio-medical image processing; diabetes; Image motion analysis; Medical diagnostics; stereo image processing, Cameras; Diagnosis; Image reconstruction; Image registration; Imaging systems; Mathematical operators; Ophthalmology; Optical data processing; Optical flows; Personnel training, Medical imaging, algorithm; article; calibration; camera; digital fundus camera; exudate; eye fundus; eye photography; human; image processing; image reconstruction; measurement error; multiple retinal fundus image; optic flow; quantitative analysis; retina macula edema, Algorithms; Fundus Oculi; Humans; Image Processing, Computer-Assisted; Macula Lutea; Ophthalmoscopy; Point-of-Care Systems; Telemedicine"
"Singh N,Kumar A,Tripathi RC",An automated hybrid technique for detecting the stage of non-proliferative diabetic retinopathy,2010,"Diabetes is fast becoming a scourge in the modern day society both in the developing and the developed societies. Diabetes related complications lead to a lot of morbidity and Diabetic Retinopathy is fast becoming the cause of preventable blindness. Early detection and treatment with Laser will go a long way in checking this disease. Non-proliferative Diabetic Retinopathy (NPDR) is the set of early changes that take place in the Retina. It is divided into 3 categories into mild, moderate and severe. Initial changes when the microaneurysms (MA) start appearing. Then it is followed by hemorrhages. Finally appearance of cotton wool spots and hard exudates categorize it into severe NPDR. The stage of neo vascularization (NV) when new blood vessels begin to appear (to compensate for the reduced blood supply and nutrition to the retina) finally qualifies for proliferative Diabetic Retinopathy. The idea is to extract the features of NPDR and depending on their intensity and frequency they can be graded into mild, moderate and severe. This automated grading can be matched with the specialist's perception and its accuracy can be tested. In this work, we have proposed a computer based automated hybrid technique for the detection of stages of Non-Proliferative Diabetic Retinopathy (NPDR) retinopathy stage using the color fundus images. The features are extracted from the Sample images using the image processing techniques and fed to the support vector machine (SVM). After color normalization preprocessing stage, an evidence value for every pixel is calculated by SVM. Then a mathematical morphological technique, a fuzzy c-means clustering technique, PCA, a support vector machine and a nearest neighbor classifier for further processing. The SVM classifier uses features extracted by combined 2DPCA instead of explicit image features as the input vector Combined 2DPCA is proposed and virtual SVM is applied to achieve the higher accuracy of classification. We demonstrate a Sensitivity of 97.1% for the classifier with the Specificity of 98.3%. Thus, an automated system for diagnosis of NPDR can be a useful tool for the Specialist to support in screening an detection of early Diabetic Retinopathy changes and hence timely intervention leading to reduced DR(Diabetic retinopathy) related blindness. © 2010 ACM.","Automated grading; Automated systems; Blood supply; Color normalization; Cotton-wool spots; Diabetic retinopathy; Early detection; Fundus image; Fuzzy C means clustering; Hard exudates; Hybrid techniques; Image features; Image processing technique; Input vector; Microaneurysms; Nearest Neighbor classifier; non-proliferative diabetic retinopathy (NPDR); SVM classifiers; Vascularization, Automation; Blood; Blood vessels; Diagnosis; Extraction; Image enhancement; Mathematical morphology; Principal component analysis; Support vector machines, Eye protection"
"Guo D,Zhang D,Li N",Monitor blood glucose levels via breath analysis system and sparse representation approach,2010,"It has been reported that the abnormal concentration of acetone in exhaled air is an indicator of diabetes and the concentration rises progressively with the blood glucose level of patients. Therefore, the acetone in human breath can be used to monitor the development of diabetes. In this paper, we introduce a breath analysis system to measure acetone in human breath, and therefore to evaluate the blood glucose levels of diabetics. The system structure, breath collection method, and signal preprocessing method are introduced. To enhance the system performance, we use a novel classification approach, i.e., Sparse Representation based Classification (SRC), to classify diabetics' breath samples into different blood glucose levels. Experimental results show that coupling with SRC, the system is able to classify these levels with satisfactory accuracy. ©2010 IEEE.","Abnormal concentrations; Blood glucose level; Breath analysis; Classification approach; Collection methods; Human breath; Signal preprocessing; Sparse representation; System structures, Acetone; Blood; Sensors, Glucose"
"Vahabi Z,Vafadoost M,Gharibzadeh S",The new approach to automatic detection of Optic Disc from non-dilated retinal images,2010,"Diabetic retinopathy is the commonest cause of blindness. Diabetes causes cataracts, Glaucoma and diabetic retinopathy. The Optic Disc is the exit point of retinal nerve fibers from the eye and the entrance and exit point for retinal blood vessels. The detection of Optic Disc is very essential to locate the various anatomical features in the retinal images. We describe a new filtering approach in the wavelet domain for image preprocessing. Sobel edge detection, Texture Analysis, Intensity and Template matching was used to detect Optic Disc. The proposed algorithm is tested on 150 images of Messidor dataset. Experimental results indicates that we are able to achieve 87.54% sensitivity, 99.76% specificity and 99.81% accuracy. © 2010 IEEE.","Diabetic retinopathy; Gradient; Morphlogical operation; Optic disk; Wavelet packet, Algorithms; Biomedical engineering; Blood vessels; Disks (structural components); Edge detection; Entropy; Eye protection; Image enhancement; Ophthalmology; Template matching, Image matching"
"Jayalskshmi T,Santhakumaran A",Impact of preprocessing for diagnosis of diabetes mellitus using artificial neural networks,2010,Medicine has always benefited from the technology. Artificial Neural Networks is currently the promising area of interest to solve medical problems. Diagnosis of diabetes is one of the most challenging problems in machine learning. This medical data set is seldom complete. Artificial neural networks require complete set of data for an accurate classification. The system explains how the pre-processing procedure and missing values influence the data set during the classification. The implemented system compares various missing value techniques and pre-processing techniques. Some combinations prove the real influence of these techniques. A classifier has applied to Pima Indian Diabetes dataset and the results were improved tremendously when using certain combination of preprocessing and missing value techniques. The experimental system achieves an excellent classification accuracy of 99% which is best than before. © 2010 IEEE.,"Area of interest; Artificial Neural Network; Classification accuracy; Data sets; Diabetes mellitus; Experimental system; Machine-learning; Medical data; Missing values; Pima Indian Diabetes; Pre-processing; Pre-processing method, Autocorrelation; Backpropagation; Classification (of information); Data flow analysis; Learning systems; Medical problems; Processing; Value engineering, Neural networks"
"Jayalakshmi T,Santhakumaran A",A novel classification method for diagnosis of diabetes mellitus using artificial neural networks,2010,"Many real world problems can be solved with Artificial Neural Networks in the areas of pattern recognition, signal processing and medical diagnosis. Most of the medical data set is seldom complete. Artificial Neural Networks require complete set of data for an accurate classification. This paper dwells on the various missing value techniques to improve the classification accuracy. The proposed system also investigates the impact on preprocessing during the classification. A classifier was applied to Pima Indian Diabetes Dataset and the results were improved tremendously when using certain combination of preprocessing techniques. The experimental system achieves an excellent classification accuracy of 99% which is best than before. © 2010 IEEE.","Artificial Neural Network; Classification accuracy; Classification methods; Data sets; Diabetes mellitus; Experimental system; Medical data; Medical diagnosis; Missing values; Pima Indian Diabetes; Pre-processing method; Preprocessing techniques; Real-world problem, Data storage equipment; Diagnosis; Medical problems; Pattern recognition; Processing; Signal processing; Value engineering, Neural networks"
"Fard ST,Chrostowski L,Kwok E,Amann MC",Chemometric approach for improving VCSEL-based glucose predictions,2010,"Optical methods are one of the painless and promising techniques that can be used for blood glucose predictions for diabetes patients. The use of thermally tunable vertical cavity surface-emitting lasers (VCSELs) as the light source to obtain blood absorption spectra, along with the multivariate technique partial least squares for analysis and glucose estimation, has been demonstrated. With further improvements by using data preprocessing and two VCSELs, we have achieved a clinically acceptable level in the physiological range in buffered solutions. The results of previous experiments conducted using white light showed that increasing the number of wavelength intervals used in the analysis improves the accuracy of prediction. The average prediction error, using absorption spectra from one VCSEL in aqueous solution, is about 1.2 mM. This error is reduced to 0.8 mM using absorption spectra from two VCSELs. This result confirms that increasing the number of VCSELs improves the accuracy of prediction. © 2006 IEEE.","Aqueous solutions; Average prediction error; Blood glucose; Buffered solutions; Chemometric approach; Chemometrics; Data preprocessing; Diabetes patients; Glucose monitoring; Multivariate techniques; Optical methods; Partial least squares; Physiological range; Real-time glucose monitoring; Vertical-cavity surface emitting laser; White light, Absorption; Blood; Forecasting; Light; Light absorption; Light sources; Surface emitting lasers; Transceivers, Glucose, buffer; glucose, absorption spectroscopy; accuracy; aqueous solution; article; blood; chemometric analysis; diabetic patient; glucose blood level; human; information processing; laser; physiology; prediction; signal noise ratio; spectral sensitivity; vertical cavity surface emitting laser; white light, Blood Glucose; Humans; Lasers; Magnetic Resonance Spectroscopy; Models, Biological; Monitoring, Physiologic; Predictive Value of Tests; Reproducibility of Results; Signal Processing, Computer-Assisted"
"Guo D,Zhang D,Li N,Zhang L,Yang J",A novel breath analysis system based on electronic olfaction,2010,"Certain gases in the breath are known to be indicators of the presence of diseases and clinical conditions. These gases have been identified as biomarkers using equipments, such as gas chromatography and electronic nose (e-nose). GC is very accurate but is expensive, time consuming, and nonportable. E-nose has the advantages of low cost and easy operation, but is not particular for analyzing breath odor, and hence, has a limited application in diseases diagnosis. This paper proposes a novel system that is special for breath analysis. We selected chemical sensors that are sensitive to the biomarkers and compositions in human breath, developed the system, and introduced the odor signal preprocessing and classification method. To evaluate the system performance, we captured breath samples from healthy persons and patients known to be afflicted with diabetes, renal disease, and airway inflammation, respectively, and conducted experiments on medical treatment evaluation and disease identification. The results show that the system is not only able to distinguish between breath samples from subjects suffering from various diseases or conditions (diabetes, renal disease, and airway inflammation) and breath samples from healthy subjects, but in the case of renal failure is also helpful in evaluating the efficacy of hemodialysis (treatment for renal failure). © 2010 IEEE.","Biomarkers; Chemical analysis; Chemical sensors; Chromatography; Diagnosis; Disease control; Electronic nose; Gas chromatography; Pathology; Patient treatment, Airway inflammation; Breath analysis; Classification methods; Clinical conditions; Electronic nose (e-nose); Electronic olfaction; Signal preprocessing; Therapy monitoring, Diseases, article; breath analysis; clinical effectiveness; controlled study; diabetes mellitus; diagnostic accuracy; diagnostic error; electronic nose; hemodialysis; human; kidney disease; kidney failure; medical instrumentation; olfactometer; respiratory tract inflammation; sensor; signal processing"
"Balakrishnan S,Narayanaswamy R,Savarimuthu N,Samikannu R",Svm ranking with backward search for feature selection in type II diabetes databases,2008,"Clinical databases have accumulated large quantities of information about patients and their clinical history. Data mining is the search for relationships and patterns within this data that could provide useful knowledge for effective decision-making. Classification analysis is one of the widely adopted data mining techniques for healthcare applications to support medical diagnosis, improving quality of patient care, etc. Usually medical databases are high dimensional in nature. If a training dataset contains irrelevant features (i.e., attributes), classification analysis may produce less accurate results. Data pre-processing is required to prepare the data for data mining and machine learning to increase the predictive accuracy. Feature selection is a preprocessing technique commonly used on high-dimensional data and its purposes include reducing dimensionality, removing irrelevant and redundant features, reducing the amount of data needed for learning, improving algorithms' predictive accuracy, and increasing the constructed models' comprehensibility. Much research work in data mining has gone into improving the predictive accuracy of the classifiers by applying the techniques of feature selection. The importance of feature selection in medical data mining is appreciable as the diagnosis of the disease could be done in this patient-care activity with minimum number of features. Feature selection may provide us with the means to reduce the number of clinical measures made while still maintaining or even enhancing accuracy and reducing false negative rates. In medical diagnosis, reduction in false negative rate can, literally, be the difference between life and death. In this paper we propose a feature selection approach for finding an optimum feature subset that enhances the classification accuracy of Naive Bayes classifier. Experiments were conducted on the Pima Indian Diabetes Dataset to assess the effectiveness of our approach. The results confirm that SVM Ranking with Backward Search approach leads to promising improvement on feature selection and enhances classification accuracy. © 2008 IEEE.","Backward search; Classification accuracy; False negative rate; Feature selection; Predictive accuracy; SVM, Classifiers; Control theory; Cybernetics; Data mining; Data processing; Database systems; Diagnosis; Learning algorithms; Support vector machines, Medical computing"
"Han J,Rodriguze JC,Beheshti M",Diabetes data analysis and prediction model discovery using RapidMiner,2008,"Data mining techniques have been extensively applied in bioinformatics to analyze biomedical data. In this paper, we choose the Rapid-I's RapidMiner as our tool to analyze a Pima Indians Diabetes Data Set, which collects the information of patients with and without developing diabetes. The discussion follows the data mining process. The focus will be on the data preprocessing, including attribute identification and selection, outlier removal, data normalization and numerical discretization, visual data analysis, hidden relationships discovery, and a diabetes prediction model construction. © 2008 IEEE.","Biomedical datum; Data analysis; Data mining process; Data mining techniques; Data normalizations; Data pre-processing; Data sets; Numerical discretization; Prediction models; Visual data analysis, Bioinformatics; Information management; Mining, Data mining"
